label,DependenceEntropy,DependenceNonUniformity,DependenceNonUniformityNormalized,DependenceVariance,GrayLevelNonUniformity,GrayLevelVariance,HighGrayLevelEmphasis,LargeDependenceEmphasis,LargeDependenceHighGrayLevelEmphasis,LargeDependenceLowGrayLevelEmphasis,LowGrayLevelEmphasis,SmallDependenceEmphasis,SmallDependenceHighGrayLevelEmphasis,SmallDependenceLowGrayLevelEmphasis
1,7.2412796,275.48083,0.20697284,2.5010755,51.616077,117.504524,14053.564,9.69121,142242.84,0.00067228865,7.4159754e-05,0.3794154,5075.7246,3.0046853e-05
0,7.2801714,251.63861,0.18905982,21.410872,54.938393,333.80405,1621.9722,36.51615,17126.137,28.251947,0.10468752,0.37559295,614.2128,0.0017991948
0,7.399345,252.67093,0.1898354,2.7464254,43.156273,101.47782,1278.1586,11.864012,11801.726,0.014657239,0.0010705997,0.2881346,470.68027,0.00026163063
0,7.008926,282.07138,0.2119244,2.1341732,50.095417,58.09053,2548.408,9.413223,24242.455,0.0041218544,0.00043297687,0.33947152,860.6115,0.00014532855
0,6.064051,63.847485,0.047969557,35.65532,462.3103,0.77449095,29.398197,204.0308,6127.3804,7.2612934,0.039352894,0.017865863,0.48432857,0.0009767667
0,6.978361,247.56499,0.18599924,3.2160225,68.27874,50.169903,2934.5298,12.525169,39082.203,0.004211551,0.00037495975,0.29554027,805.2648,0.00012844717
0,6.9221888,324.52066,0.24381718,1.7715664,52.078888,59.706543,2469.0337,7.5409465,19640.162,0.0031676986,0.00045970557,0.4011759,963.03864,0.00019571502
0,5.894665,57.363636,0.043098148,40.705097,519.90607,0.5442048,40.98272,267.9647,10851.141,6.821091,0.025903642,0.014737349,0.6810448,0.00038787897
0,6.88466,129.09166,0.09698848,11.450447,139.6807,29.082003,2924.4275,39.865513,108176.29,0.014849605,0.00035398337,0.15492107,511.0996,4.9671467e-05
0,7.1859493,232.8858,0.17497055,3.3911788,53.20135,58.177563,2597.9287,15.010518,36580.992,0.006901078,0.0004239145,0.22504719,611.4729,8.99722e-05
