label,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelZoneEmphasis,LargeAreaEmphasis,LargeAreaHighGrayLevelEmphasis,LargeAreaLowGrayLevelEmphasis,LowGrayLevelZoneEmphasis,SizeZoneNonUniformity,SizeZoneNonUniformityNormalized,SmallAreaEmphasis,SmallAreaHighGrayLevelEmphasis,SmallAreaLowGrayLevelEmphasis,ZoneEntropy,ZonePercentage,ZoneVariance
0,4.4,0.22,3.04,137.6,25955.65,3301900.0,206.94487,0.008005235,3.1,0.155,0.22541766,24.414076,0.0022947008,3.821928,0.015026296,21526.748
0,14.213198,0.036074106,97.15798,3921.6702,75.32741,238086.34,0.024170836,0.00028240844,148.00508,0.3756474,0.63587195,2535.8274,0.00018068744,6.696448,0.29601803,63.91536
0,15.726841,0.037355915,57.053177,2352.1687,71.59383,114937.46,0.0463791,0.00047164492,150.69597,0.35794765,0.6196771,1487.1764,0.00028451876,6.5806856,0.31630352,61.598614
0,10.953488,0.021227691,182.38858,1240.655,208.35077,18675.955,198.46748,0.0041787773,243.36821,0.47164384,0.71374905,879.8159,0.0014683455,6.876859,0.38767844,201.69717
0,15.68413,0.02416661,159.2189,1630.5146,15.286594,19241.654,0.019112134,0.0013136205,282.62402,0.43547618,0.68577677,1119.0286,0.00083762716,7.0264077,0.4876033,11.08062
0,24.189358,0.03785502,90.79338,2306.2708,14.370892,34447.973,0.006323265,0.0006732023,282.97183,0.44283542,0.6919376,1536.7993,0.00054259336,6.5382333,0.48009017,10.032245
0,8.012987,0.052032385,38.595043,1588.091,857.86365,1155213.2,0.6427016,0.000691844,48.753246,0.31657952,0.582955,997.7622,0.00038157456,6.0997105,0.11570248,783.1647
0,3.5384614,0.13609467,4.698225,139.61539,12529.808,1864232.9,86.6894,0.008268893,2.9230769,0.112426035,0.2877206,37.739986,0.0027401326,4.4696703,0.019534186,9909.155
0,20.18323,0.03134042,88.9073,2801.7966,9.448758,26463.133,0.003659178,0.0004218183,269.44098,0.41838664,0.6719824,1868.9362,0.00029236113,6.767207,0.48384672,5.177219
0,16.193798,0.04184444,48.0712,322.15762,65.59948,27926.96,1.3623973,0.013812058,148.354,0.3833437,0.64304966,196.7675,0.0058670733,6.3314962,0.29075882,53.77086
0,11.553572,0.10315689,8.09367,78.38393,1591.7233,131663.55,480.17932,0.030527685,25.482143,0.22751914,0.48219317,34.923084,0.009333633,5.354068,0.08414726,1450.4955
0,17.3769,0.052817326,32.929924,1183.5623,184.17325,240250.47,0.14245392,0.000966603,108.58054,0.33003205,0.593499,698.19684,0.0005950081,6.293837,0.24718256,167.80643
0,3.6,0.36,1.04,42.0,85326.7,3120290.8,2350.4075,0.026544359,1.2,0.12,0.22759017,9.110062,0.0064980616,3.321928,0.007513148,67611.09
0,15.4317465,0.04898967,32.249092,2275.0984,154.29524,273681.44,0.08877836,0.00046611967,101.17778,0.3211993,0.5855692,1356.1277,0.0002678381,6.2895265,0.23666416,136.44125
0,13.321637,0.038952157,53.28501,1242.9298,54.856724,45129.156,0.08122507,0.0009788779,81.61988,0.23865463,0.49480197,609.96747,0.0004799486,6.7911277,0.25694966,39.710518
0,9.767606,0.03439298,117.18166,1113.8733,1719.4191,21889.873,1705.704,0.006859675,127.10564,0.44755504,0.6951056,737.8588,0.0027975976,6.4384604,0.21337341,1697.4546
0,6.8333335,0.2847222,2.3315973,22.208334,32729.541,807199.06,1404.1041,0.1078588,2.1666667,0.090277776,0.22356588,6.170275,0.010328516,4.0016294,0.018031554,29653.914
0,4.255814,0.09897242,10.342888,66.76744,5542.9536,634649.9,66.59844,0.0743193,4.6744184,0.10870741,0.30396134,17.828857,0.031559758,5.0655723,0.032306537,4584.835
0,17.022058,0.03129055,137.77971,1498.4945,27.170956,50572.09,0.01644156,0.0016384879,232.26103,0.42695042,0.6794286,931.37787,0.0013690155,6.79861,0.40871525,21.184658
0,6.173913,0.1342155,5.943762,163.28261,5900.2827,1072334.0,33.304497,0.0070940126,5.173913,0.11247637,0.2850945,37.70441,0.0025389981,5.159325,0.03456048,5063.061
0,3.2608695,0.14177693,8.139887,52.391304,17883.174,1286722.2,2106.5134,0.085641034,1.6956521,0.07372401,0.14173998,8.380548,0.0071846186,4.523562,0.01728024,14534.287
0,12.011407,0.045670748,37.906605,226.94296,521.1369,26195.232,448.6686,0.018557629,79.94296,0.30396566,0.56551695,121.607185,0.0075463858,6.2939854,0.19759579,495.5248
1,12.331536,0.033238642,89.41596,2936.5444,64.54178,180738.1,0.023925124,0.00040875963,129.23181,0.34833372,0.61219555,1806.2683,0.0002639361,6.857003,0.27873778,51.6709
0,5.109589,0.06999437,16.858322,139.36986,3756.5615,767898.25,19.119795,0.017490687,11.2739725,0.15443797,0.36095938,45.044525,0.00551305,5.7307863,0.05484598,3424.1238
